    5	2008-09-20 20:04:23	1	0	1	0
    5	2008-09-20 20:04:58	1	0	1	0
    3	2008-09-20 20:06:47	1	0	1	0
    5	2008-09-20 20:07:28	1	0	1	0
    5	2008-09-21 06:55:09	1	0	1	0
    5	2008-09-21 08:50:22	1	0	1	0
    5	2008-09-21 08:50:28	1	0	1	0
    6	2008-09-21 08:53:51	1	0	1	0
    6	2008-09-21 08:53:54	1	0	1	0
    6	2008-09-21 08:54:08	1	0	1	0
    6	2008-09-21 08:54:21	1	0	1	0
    6	2008-09-21 08:54:34	1	0	1	0
    6	2008-09-21 08:55:53	1	0	1	0
    6	2008-09-21 08:55:56	1	0	1	0
    6	2008-09-21 08:57:05	1	0	1	0
    6	2008-09-21 08:57:25	1	0	1	0
    6	2008-09-21 08:57:41	1	0	1	0
    6	2008-09-21 08:58:59	1	0	1	0
    6	2008-09-21 08:59:01	1	0	1	0
    6	2008-09-21 08:59:59	1	0	1	0
    6	2008-09-21 09:01:34	1	0	1	0
    6	2008-09-21 09:02:04	1	0	1	0
    3	2008-09-21 09:13:11	1	0	1	0
    3	2008-09-21 09:13:26	1	0	1	0
    5	2005-02-12 12:20:24	1	0	1	0
    5	2005-02-12 12:23:18	1	0	1	0
    5	2005-02-12 12:23:23	1	0	1	0
    5	2005-02-12 12:25:07	1	0	1	0
    5	2005-02-12 12:25:36	1	0	1	0
    5	2005-02-12 12:26:49	1	0	1	0
    5	2005-02-12 12:27:46	1	0	1	0
    5	2005-02-12 12:27:51	1	0	1	0
    5	2005-02-12 12:30:37	1	0	1	0
    5	2005-02-12 12:30:46	1	0	1	0
    5	2005-02-12 12:44:19	1	0	1	0
    5	2005-02-12 12:46:41	1	0	1	0
    5	2005-02-12 12:46:43	1	0	1	0
    5	2005-02-12 12:51:49	1	0	1	0
    5	2005-02-12 12:51:51	1	0	1	0
    5	2005-02-12 12:52:00	1	0	1	0
    5	2005-02-12 12:56:34	1	0	1	0
    5	2005-02-12 12:56:42	1	0	1	0
    5	2005-02-12 12:56:48	1	0	1	0
    5	2005-02-12 12:57:31	1	0	1	0
    5	2005-02-12 12:57:44	1	0	1	0
