17	0017	2021-01-04 17:33:19	1	0
17	0017	2021-01-04 17:33:21	1	0
17	0017	2021-01-05 17:33:08	1	0
17	0017	2021-01-05 17:33:10	1	0
17	0017	2021-01-06 17:32:52	1	0
17	0017	2021-01-06 17:32:55	1	0
17	0017	2021-01-07 17:33:20	1	0
17	0017	2021-01-07 17:33:22	1	0
17	0017	2021-01-08 17:33:54	1	0
17	0017	2021-01-08 17:33:56	1	0
17	0017	2021-01-08 17:33:58	1	0
17	0017	2021-01-09 17:32:52	1	0
17	0017	2021-01-09 17:32:55	1	0
17	0017	2021-01-10 14:32:29	1	0
17	0017	2021-01-10 14:32:31	1	0
17	0017	2021-01-11 17:33:03	1	0
17	0017	2021-01-11 17:33:05	1	0
17	0017	2021-01-12 17:32:43	1	0
17	0017	2021-01-12 17:32:45	1	0
17	0017	2021-01-13 17:33:12	1	0
17	0017	2021-01-13 17:33:14	1	0
17	0017	2021-01-14 17:33:52	1	0
17	0017	2021-01-14 17:33:54	1	0
17	0017	2021-01-15 17:33:46	1	0
17	0017	2021-01-15 17:33:48	1	0
17	0017	2021-01-16 16:32:15	1	0
17	0017	2021-01-16 16:32:17	1	0
17	0017	2021-01-17 14:34:33	1	0
17	0017	2021-01-17 14:34:36	1	0
17	0017	2021-01-18 16:33:47	1	0
17	0017	2021-01-18 16:33:50	1	0
17	0017	2021-01-19 16:34:26	1	0
17	0017	2021-01-19 16:34:29	1	0
17	0017	2021-01-20 14:34:13	1	0
17	0017	2021-01-20 14:34:14	1	0
17	0017	2021-01-20 14:34:15	1	0
17	0017	2021-01-20 14:34:17	1	0
17	0017	2021-01-21 16:35:36	1	0
17	0017	2021-01-21 16:35:38	1	0
17	0017	2021-01-22 16:34:27	1	0
17	0017	2021-01-22 16:34:29	1	0
17	0017	2021-01-23 16:33:56	1	0
17	0017	2021-01-23 16:33:58	1	0
17	0017	2021-01-24 14:34:22	1	0
17	0017	2021-01-24 14:34:24	1	0
17	0017	2021-01-25 16:34:46	1	0
17	0017	2021-01-25 16:34:48	1	0
17	0017	2021-01-26 16:33:30	1	0
17	0017	2021-01-26 16:33:31	1	0
17	0017	2021-01-26 16:33:33	1	0
17	0017	2021-01-27 17:32:54	1	0
17	0017	2021-01-27 17:32:56	1	0
17	0017	2021-01-28 17:33:10	1	0
17	0017	2021-01-28 17:33:12	1	0
17	0017	2021-01-29 17:33:01	1	0
17	0017	2021-01-29 17:33:03	1	0
17	0017	2021-01-30 17:32:33	1	0
17	0017	2021-01-30 17:32:36	1	0
17	0017	2021-01-30 17:32:38	1	0
17	0017	2021-01-31 14:33:05	1	0
17	0017	2021-01-31 14:33:08	1	0
23	0023	2021-01-04 07:22:41	1	0
23	0023	2021-01-04 16:35:02	1	0
23	0023	2021-01-05 09:58:25	1	0
23	0023	2021-01-05 21:44:18	1	0
23	0023	2021-01-06 07:42:10	1	0
23	0023	2021-01-06 16:33:19	1	0
23	0023	2021-01-07 08:59:17	1	0
23	0023	2021-01-07 16:36:32	1	0
23	0023	2021-01-07 16:38:23	1	0
23	0023	2021-01-08 17:34:44	1	0
23	0023	2021-01-09 07:41:51	1	0
23	0023	2021-01-09 07:41:52	1	0
23	0023	2021-01-09 07:41:54	1	0
23	0023	2021-01-09 16:32:57	1	0
23	0023	2021-01-11 11:25:40	1	0
23	0023	2021-01-11 16:36:40	1	0
23	0023	2021-01-12 09:20:24	1	0
23	0023	2021-01-12 16:36:28	1	0
23	0023	2021-01-13 07:16:50	1	0
23	0023	2021-01-13 16:31:21	1	0
23	0023	2021-01-14 07:21:31	1	0
23	0023	2021-01-14 16:38:44	1	0
23	0023	2021-01-14 16:39:38	1	0
23	0023	2021-01-15 07:21:55	1	0
23	0023	2021-01-15 19:03:05	1	0
23	0023	2021-01-16 09:39:28	1	0
23	0023	2021-01-16 16:35:50	1	0
23	0023	2021-01-16 16:35:53	1	0
23	0023	2021-01-16 16:35:55	1	0
23	0023	2021-01-18 07:18:19	1	0
23	0023	2021-01-18 16:54:10	1	0
23	0023	2021-01-19 07:28:04	1	0
23	0023	2021-01-19 16:40:05	1	0
23	0023	2021-01-20 07:38:07	1	0
23	0023	2021-01-20 16:33:38	1	0
23	0023	2021-01-21 07:30:39	1	0
23	0023	2021-01-21 16:30:28	1	0
23	0023	2021-01-22 07:24:43	1	0
23	0023	2021-01-22 16:31:14	1	0
23	0023	2021-01-23 07:28:03	1	0
23	0023	2021-01-23 16:31:41	1	0
23	0023	2021-01-25 07:18:31	1	0
23	0023	2021-01-25 16:35:39	1	0
23	0023	2021-01-26 06:22:24	1	0
23	0023	2021-01-26 17:08:22	1	0
23	0023	2021-01-27 07:25:45	1	0
23	0023	2021-01-27 07:25:46	1	0
23	0023	2021-01-27 07:25:48	1	0
23	0023	2021-01-27 07:25:50	1	0
23	0023	2021-01-27 16:33:05	1	0
23	0023	2021-01-28 07:29:31	1	0
23	0023	2021-01-28 16:34:41	1	0
23	0023	2021-01-29 07:18:36	1	0
23	0023	2021-01-29 16:30:46	1	0
23	0023	2021-01-30 07:20:49	1	0
23	0023	2021-01-30 20:47:25	1	0
24	0024	2021-01-02 08:06:21	1	0
24	0024	2021-01-02 17:06:14	1	0
24	0024	2021-01-02 17:11:48	1	0
24	0024	2021-01-04 07:23:24	1	0
24	0024	2021-01-04 17:30:10	1	0
